t (in s);x (in m);y (in m);theta (in rad);v (in m/s);omega (in rad/s);phi (in rad);phiPoint (in rad/s);deltag (in rad);deltavmax (in rad);V (in m/s);psi (in rad);Vc (in m/s);psic (in rad);hw (in m);fg;fv;gamma;deltav (in rad);deltavmaxsimu (in rad);roll (in rad);pitch (in rad);yaw (in rad);latitude (in decimal degrees);longitude (in decimal degrees);winddir (in rad);windspeed (in m/s);heading (in rad);
43.404198;74.285044;13.437811;-0.897088;1.557518;-0.022956;-0.443569;0.087687;0.000000;0.000000;16.745624;1.560505;0.000000;-1.889003;-0.000000;0.000000;-138.175010;0.180580;-0.300000;0.300000;-25.414642;0.000000;-141.399364;48.376808;-4.491370;180.589623;16.745624;141.399364;
43.424638;74.304906;13.412930;-0.897557;1.557556;-0.023298;-0.441777;-0.005581;0.000000;0.000000;15.225035;1.426173;0.000000;-1.529540;0.000000;0.000000;-165.945101;0.271896;-0.300000;0.300000;-25.311947;0.000000;-141.426249;48.376808;-4.491370;188.286293;15.225035;141.426249;
43.445068;74.324747;13.388053;-0.898033;1.557596;-0.023623;-0.441891;-0.095524;0.000000;0.000000;15.512860;1.435918;0.000000;-1.436586;-0.000000;0.000000;-166.045408;0.264475;-0.300000;0.300000;-25.318479;0.000000;-141.453519;48.376807;-4.491370;187.727943;15.512860;141.453519;
43.465477;74.344557;13.363190;-0.898515;1.556157;-0.023305;-0.443840;-0.010913;0.000000;0.000000;15.390464;1.651883;0.000000;-1.511622;0.000000;0.000000;-97.364270;0.125329;-0.300000;0.300000;-25.430183;0.000000;-141.481143;48.376807;-4.491369;175.354057;15.390464;141.481143;
43.485890;74.364339;13.338337;-0.898991;1.554998;-0.023120;-0.444063;0.039202;0.000000;0.000000;15.480555;1.613833;0.000000;-1.797599;-0.000000;0.000000;-110.116405;0.146864;-0.300000;0.300000;-25.442947;0.000000;-141.508400;48.376807;-4.491369;177.534162;15.480555;141.508400;
43.506314;74.384106;13.313479;-0.899463;1.554461;-0.023205;-0.443263;0.016200;0.000000;0.000000;15.093623;1.511577;0.000000;-1.125586;0.000000;0.000000;-138.735171;0.210846;-0.300000;0.300000;-25.397073;0.000000;-141.535454;48.376807;-4.491369;183.393022;15.093623;141.535454;
43.526766;74.403882;13.288586;-0.899938;1.553490;-0.023101;-0.442931;0.043619;0.000000;0.000000;16.021651;1.599095;0.000000;-1.157318;-0.000000;0.000000;-118.553974;0.155056;-0.300000;0.300000;-25.378088;0.000000;-141.562646;48.376807;-4.491369;178.378592;16.021651;141.562646;
43.547235;74.423649;13.263680;-0.900411;1.552392;-0.022947;-0.442038;0.084352;0.000000;0.000000;15.506159;1.605693;0.000000;-1.271232;0.000000;0.000000;-112.464604;0.150836;-0.300000;0.300000;-25.326935;0.000000;-141.589738;48.376806;-4.491368;178.000565;15.506159;141.589738;
43.567678;74.443366;13.238811;-0.900880;1.551810;-0.023017;-0.440314;0.063630;0.000000;0.000000;15.297547;1.524791;0.000000;-1.731402;-0.000000;0.000000;-136.120051;0.201156;-0.300000;0.300000;-25.228131;0.000000;-141.616617;48.376806;-4.491368;182.635884;15.297547;141.616617;
43.588094;74.463038;13.213978;-0.901350;1.551411;-0.023160;-0.439015;0.022007;0.000000;0.000000;15.185103;1.493511;0.000000;-1.346202;-0.000000;0.000000;-144.467706;0.221743;-0.300000;0.300000;-25.153702;0.000000;-141.643540;48.376806;-4.491368;184.428144;15.185103;141.643540;
43.608486;74.482670;13.189169;-0.901822;1.550739;-0.023178;-0.438566;0.013150;0.000000;0.000000;16.701079;1.573682;0.000000;-1.424706;-0.000000;0.000000;-131.687292;0.169384;-0.300000;0.300000;-25.127989;0.000000;-141.670600;48.376806;-4.491368;179.834680;16.701079;141.670600;
43.628870;74.502274;13.164372;-0.902295;1.550671;-0.023450;-0.438298;-0.064397;0.000000;0.000000;15.480404;1.452157;0.000000;-1.470992;-0.000000;0.000000;-159.562825;0.249798;-0.300000;0.300000;-25.112631;0.000000;-141.697670;48.376805;-4.491367;186.797507;15.480404;141.697670;
43.649275;74.521886;13.139542;-0.902773;1.549315;-0.023163;-0.439612;0.009675;0.000000;0.000000;16.204260;1.655592;0.000000;-1.854281;-0.000000;0.000000;-99.788263;0.120911;-0.300000;0.300000;-25.187918;0.000000;-141.725086;48.376805;-4.491367;175.141590;16.204260;141.725086;
43.669610;74.541402;13.114808;-0.903244;1.548415;-0.023080;-0.439415;0.029502;0.000000;0.000000;15.026460;1.565664;0.000000;-1.822194;-0.000000;0.000000;-120.515447;0.173478;-0.300000;0.300000;-25.176645;0.000000;-141.752074;48.376805;-4.491367;180.294035;15.026460;141.752074;
43.689958;74.560906;13.090065;-0.903714;1.548309;-0.023336;-0.438815;-0.042592;0.000000;0.000000;15.572194;1.461173;0.000000;-1.586847;0.000000;0.000000;-157.341078;0.242439;-0.300000;0.300000;-25.142252;0.000000;-141.778982;48.376805;-4.491366;186.280927;15.572194;141.778982;
43.710337;74.580428;13.065275;-0.904189;1.547368;-0.023225;-0.439683;-0.015508;0.000000;0.000000;16.700224;1.609535;0.000000;-1.460929;0.000000;0.000000;-118.479281;0.146335;-0.300000;0.300000;-25.191986;0.000000;-141.806230;48.376804;-4.491366;177.780447;16.700224;141.806230;
43.730658;74.599871;13.040563;-0.904661;1.546754;-0.023256;-0.439998;-0.026006;0.000000;0.000000;15.159709;1.525845;0.000000;-1.560167;-0.000000;0.000000;-133.418061;0.197991;-0.300000;0.300000;-25.210042;0.000000;-141.833272;48.376804;-4.491366;182.575508;15.159709;141.833272;
43.751053;74.619365;13.015760;-0.905136;1.545973;-0.023215;-0.440529;-0.016451;0.000000;0.000000;15.388618;1.556805;0.000000;-1.766768;0.000000;0.000000;-125.614793;0.177843;-0.300000;0.300000;-25.240431;0.000000;-141.860448;48.376804;-4.491366;180.801659;15.388618;141.860448;
43.771397;74.638788;12.991024;-0.905608;1.546034;-0.023530;-0.440863;-0.102918;0.000000;0.000000;15.357017;1.427631;0.000000;-1.517856;0.000000;0.000000;-164.586469;0.264988;-0.300000;0.300000;-25.259606;0.000000;-141.887508;48.376804;-4.491365;188.202752;15.357017;141.887508;
43.791770;74.658229;12.966242;-0.906087;1.545904;-0.023749;-0.442960;-0.162752;0.000000;0.000000;15.158840;1.450054;0.000000;-1.395154;0.000000;0.000000;-155.752531;0.248607;-0.300000;0.300000;-25.379740;0.000000;-141.914973;48.376804;-4.491365;186.918039;15.158840;141.914973;
43.812160;74.677672;12.941431;-0.906571;1.544229;-0.023302;-0.446279;-0.040556;0.000000;0.000000;16.125909;1.696741;0.000000;-1.368431;-0.000000;0.000000;-83.903869;0.096993;-0.300000;0.300000;-25.569882;0.000000;-141.942719;48.376803;-4.491365;172.783893;16.125909;141.942719;
43.832554;74.697085;12.916635;-0.907047;1.543427;-0.023244;-0.447106;-0.021310;0.000000;0.000000;16.948997;1.595748;0.000000;-1.836861;-0.000000;0.000000;-124.094566;0.152807;-0.300000;0.300000;-25.617270;0.000000;-141.969946;48.376803;-4.491365;178.570394;16.948997;141.969946;
43.852912;74.716444;12.891884;-0.907520;1.543210;-0.023435;-0.447540;-0.068798;0.000000;0.000000;16.837800;1.514355;0.000000;-1.211795;0.000000;0.000000;-151.111901;0.203657;-0.300000;0.300000;-25.642126;0.000000;-141.997059;48.376803;-4.491364;183.233842;16.837800;141.997059;
43.873247;74.735765;12.867156;-0.907996;1.542189;-0.023276;-0.448939;-0.021416;0.000000;0.000000;16.323691;1.612093;0.000000;-1.453765;-0.000000;0.000000;-113.642339;0.142610;-0.300000;0.300000;-25.722285;0.000000;-142.024364;48.376803;-4.491364;177.633901;16.323691;142.024364;
43.893632;74.755109;12.842376;-0.908471;1.541426;-0.023232;-0.449375;-0.004409;0.000000;0.000000;15.763967;1.563424;0.000000;-1.865366;0.000000;0.000000;-125.466519;0.171622;-0.300000;0.300000;-25.747297;0.000000;-142.051549;48.376802;-4.491364;180.422400;15.763967;142.051549;
43.913971;74.774389;12.817653;-0.908943;1.540371;-0.023065;-0.449465;0.045778;0.000000;0.000000;15.490390;1.599243;0.000000;-1.730076;-0.000000;0.000000;-111.679689;0.149600;-0.300000;0.300000;-25.752435;0.000000;-142.078623;48.376802;-4.491364;178.370099;15.490390;142.078623;
43.934322;74.793654;12.792924;-0.909413;1.539375;-0.022930;-0.448533;0.087218;0.000000;0.000000;16.429614;1.611261;0.000000;-1.402285;-0.000000;0.000000;-114.176817;0.142266;-0.300000;0.300000;-25.699059;0.000000;-142.105517;48.376802;-4.491363;177.681557;16.429614;142.105517;
43.954713;74.812934;12.768153;-0.909880;1.537770;-0.022542;-0.446755;0.195414;0.000000;0.000000;15.413774;1.676308;0.000000;-1.498901;0.000000;0.000000;-85.823073;0.105896;-0.300000;0.300000;-25.597160;0.000000;-142.132307;48.376802;-4.491363;173.954600;15.413774;142.132307;
43.975044;74.832125;12.743473;-0.910339;1.536453;-0.022293;-0.442782;0.264567;0.000000;0.000000;16.268923;1.652442;0.000000;-1.546187;0.000000;0.000000;-98.661052;0.118474;-0.300000;0.300000;-25.369530;0.000000;-142.158565;48.376802;-4.491363;175.322031;16.268923;142.158565;
43.995389;74.851302;12.718787;-0.910792;1.536604;-0.022674;-0.437399;0.159371;0.000000;0.000000;15.866016;1.433053;0.000000;-1.235909;0.000000;0.000000;-166.793307;0.257340;-0.300000;0.300000;-25.061126;0.000000;-142.184552;48.376801;-4.491363;187.892121;15.866016;142.184552;
44.015744;74.870480;12.694077;-0.911254;1.535361;-0.022447;-0.434155;0.215106;0.000000;0.000000;15.809553;1.633349;0.000000;-1.887938;-0.000000;0.000000;-101.937918;0.128565;-0.300000;0.300000;-24.875251;0.000000;-142.210997;48.376801;-4.491362;176.416022;15.809553;142.210997;
44.036122;74.889651;12.669352;-0.911711;1.534543;-0.022409;-0.429772;0.216950;0.000000;0.000000;16.217756;1.582880;0.000000;-1.309837;0.000000;0.000000;-121.490577;0.157717;-0.300000;0.300000;-24.624104;0.000000;-142.237205;48.376801;-4.491362;179.307645;16.217756;142.237205;
44.056516;74.908816;12.644611;-0.912168;1.533665;-0.022347;-0.425347;0.222339;0.000000;0.000000;15.703005;1.579519;0.000000;-1.764596;-0.000000;0.000000;-118.577165;0.159472;-0.300000;0.300000;-24.370604;0.000000;-142.263389;48.376801;-4.491362;179.500225;15.703005;142.263389;
44.076852;74.927905;12.619946;-0.912623;1.533979;-0.022789;-0.420826;0.086999;0.000000;0.000000;16.897912;1.442937;0.000000;-1.243512;-0.000000;0.000000;-173.803879;0.249000;-0.300000;0.300000;-24.111533;0.000000;-142.289428;48.376800;-4.491362;187.325805;16.897912;142.289428;
44.097217;74.947013;12.595232;-0.913087;1.533842;-0.023020;-0.419054;0.006815;0.000000;0.000000;16.804293;1.502554;0.000000;-1.614439;-0.000000;0.000000;-152.909522;0.207777;-0.300000;0.300000;-24.010022;0.000000;-142.316019;48.376800;-4.491361;183.910009;16.804293;142.316019;
44.117595;74.966120;12.570495;-0.913556;1.532798;-0.022855;-0.418915;0.034554;0.000000;0.000000;15.078132;1.588313;0.000000;-1.299563;0.000000;0.000000;-110.684256;0.153356;-0.300000;0.300000;-24.002065;0.000000;-142.342897;48.376800;-4.491361;178.996363;15.078132;142.342897;
44.137988;74.985217;12.545749;-0.914022;1.531710;-0.022677;-0.418210;0.066242;0.000000;0.000000;16.119621;1.617226;0.000000;-1.155157;-0.000000;0.000000;-108.457346;0.136153;-0.300000;0.300000;-23.961691;0.000000;-142.369601;48.376800;-4.491361;177.339795;16.119621;142.369601;
44.158387;75.004294;12.521004;-0.914485;1.531814;-0.023011;-0.416859;-0.041813;0.000000;0.000000;16.168040;1.449658;0.000000;-1.398541;-0.000000;0.000000;-163.594577;0.242957;-0.300000;0.300000;-23.884272;0.000000;-142.396105;48.376800;-4.491360;186.940728;16.168040;142.396105;
44.178779;75.023354;12.496257;-0.914954;1.530089;-0.022554;-0.417712;0.066749;0.000000;0.000000;15.238767;1.690350;0.000000;-1.473406;0.000000;0.000000;-78.634226;0.095965;-0.300000;0.300000;-23.933125;0.000000;-142.422990;48.376799;-4.491360;173.150054;15.238767;142.422990;
44.199112;75.042327;12.471600;-0.915412;1.529146;-0.022448;-0.416355;0.080561;0.000000;0.000000;16.234277;1.600223;0.000000;-1.493031;0.000000;0.000000;-114.521631;0.145203;-0.300000;0.300000;-23.855363;0.000000;-142.449266;48.376799;-4.491360;178.313992;16.234277;142.449266;
44.219440;75.061272;12.446956;-0.915869;1.527606;-0.022092;-0.414717;0.162220;0.000000;0.000000;15.566187;1.670849;0.000000;-1.295994;-0.000000;0.000000;-86.492670;0.105611;-0.300000;0.300000;-23.761534;0.000000;-142.475411;48.376799;-4.491360;174.267390;15.566187;142.475411;
44.239777;75.080195;12.422317;-0.916318;1.526822;-0.022072;-0.411418;0.151356;0.000000;0.000000;16.990967;1.594999;0.000000;-1.557782;-0.000000;0.000000;-121.383960;0.147736;-0.300000;0.300000;-23.572506;0.000000;-142.501155;48.376799;-4.491359;178.613277;16.990967;142.501155;
44.260154;75.099135;12.397633;-0.916768;1.526879;-0.022407;-0.408334;0.040882;0.000000;0.000000;15.928235;1.449797;0.000000;-1.773691;0.000000;0.000000;-160.409933;0.241250;-0.300000;0.300000;-23.395793;0.000000;-142.526924;48.376798;-4.491359;186.932757;15.928235;142.526924;
44.280528;75.118061;12.372944;-0.917224;1.527007;-0.022756;-0.407501;-0.074602;0.000000;0.000000;16.529262;1.457683;0.000000;-1.468774;0.000000;0.000000;-163.761886;0.235439;-0.300000;0.300000;-23.348070;0.000000;-142.553081;48.376798;-4.491359;186.480902;16.529262;142.553081;
44.300848;75.136927;12.348311;-0.917687;1.525118;-0.022233;-0.409017;0.050431;0.000000;0.000000;15.534427;1.718945;0.000000;-1.664220;-0.000000;0.000000;-69.712378;0.080367;-0.300000;0.300000;-23.434924;0.000000;-142.579574;48.376798;-4.491359;171.511731;15.534427;142.579574;
44.321301;75.155882;12.323536;-0.918141;1.523658;-0.021916;-0.407985;0.120253;0.000000;0.000000;16.239365;1.669882;0.000000;-1.235166;0.000000;0.000000;-89.781306;0.104922;-0.300000;0.300000;-23.375824;0.000000;-142.605629;48.376798;-4.491358;174.322819;16.239365;142.605629;
44.341646;75.174707;12.298909;-0.918587;1.524076;-0.022406;-0.405539;-0.031700;0.000000;0.000000;16.749831;1.423699;0.000000;-1.668805;0.000000;0.000000;-176.586288;0.258452;-0.300000;0.300000;-23.235653;0.000000;-142.631175;48.376798;-4.491358;188.428037;16.749831;142.631175;
44.362009;75.193544;12.274244;-0.919044;1.522520;-0.022037;-0.406184;0.051995;0.000000;0.000000;16.102940;1.681258;0.000000;-1.604265;-0.000000;0.000000;-84.810676;0.098527;-0.300000;0.300000;-23.272639;0.000000;-142.657317;48.376797;-4.491358;173.670992;16.102940;142.657317;
44.382353;75.212332;12.249620;-0.919492;1.522425;-0.022301;-0.405126;-0.037428;0.000000;0.000000;16.164402;1.479589;0.000000;-1.785827;-0.000000;0.000000;-152.422843;0.218867;-0.300000;0.300000;-23.212033;0.000000;-142.683003;48.376797;-4.491358;185.225770;16.164402;142.683003;
44.402747;75.231154;12.224927;-0.919947;1.521200;-0.022074;-0.405890;0.008409;0.000000;0.000000;15.170274;1.617925;0.000000;-1.378715;0.000000;0.000000;-99.959104;0.132366;-0.300000;0.300000;-23.255767;0.000000;-142.709061;48.376797;-4.491357;177.299702;15.170274;142.709061;
44.423151;75.249959;12.200233;-0.920397;1.519350;-0.021593;-0.405718;0.125731;0.000000;0.000000;15.522627;1.713093;0.000000;-1.564518;-0.000000;0.000000;-70.705178;0.081886;-0.300000;0.300000;-23.245936;0.000000;-142.734868;48.376797;-4.491357;171.846992;15.522627;142.734868;
44.443474;75.268656;12.175659;-0.920836;1.518617;-0.021603;-0.403163;0.107856;0.000000;0.000000;15.618689;1.558062;0.000000;-1.258422;0.000000;0.000000;-122.052323;0.167269;-0.300000;0.300000;-23.099531;0.000000;-142.760011;48.376796;-4.491357;180.729597;15.618689;142.760011;
44.463737;75.287277;12.151162;-0.921274;1.517765;-0.021561;-0.400977;0.103458;0.000000;0.000000;15.855599;1.581078;0.000000;-1.124821;-0.000000;0.000000;-116.222301;0.153049;-0.300000;0.300000;-22.974315;0.000000;-142.785092;48.376796;-4.491357;179.410890;15.855599;142.785092;
44.484014;75.305891;12.126653;-0.921711;1.517745;-0.021872;-0.398880;0.000727;0.000000;0.000000;15.044163;1.432960;0.000000;-1.414515;-0.000000;0.000000;-154.992107;0.249618;-0.300000;0.300000;-22.854117;0.000000;-142.810141;48.376796;-4.491356;187.897459;15.044163;142.810141;
44.504372;75.324568;12.102038;-0.922156;1.516259;-0.021547;-0.398865;0.072679;0.000000;0.000000;15.061490;1.655082;0.000000;-1.262894;0.000000;0.000000;-86.720197;0.110640;-0.300000;0.300000;-22.853268;0.000000;-142.835653;48.376796;-4.491356;175.170760;15.061490;142.835653;
44.524771;75.343253;12.077389;-0.922596;1.515417;-0.021509;-0.397382;0.066006;0.000000;0.000000;16.924873;1.601244;0.000000;-1.344653;0.000000;0.000000;-116.489124;0.140409;-0.300000;0.300000;-22.768323;0.000000;-142.860837;48.376796;-4.491356;178.255504;16.924873;142.860837;
44.545170;75.361916;12.052747;-0.923034;1.515314;-0.021785;-0.396036;-0.027406;0.000000;0.000000;15.367551;1.457209;0.000000;-1.365198;0.000000;0.000000;-150.634266;0.231734;-0.300000;0.300000;-22.691178;0.000000;-142.885976;48.376795;-4.491356;186.508102;15.367551;142.885976;
44.565565;75.380564;12.028103;-0.923479;1.515213;-0.022047;-0.396595;-0.117112;0.000000;0.000000;15.653002;1.465503;0.000000;-1.872722;0.000000;0.000000;-150.734192;0.225734;-0.300000;0.300000;-22.723203;0.000000;-142.911432;48.376795;-4.491355;186.032891;15.653002;142.911432;
44.585948;75.399190;12.003465;-0.923928;1.515130;-0.022303;-0.398982;-0.203331;0.000000;0.000000;16.276419;1.481280;0.000000;-1.700999;0.000000;0.000000;-151.494369;0.214737;-0.300000;0.300000;-22.859977;0.000000;-142.937181;48.376795;-4.491355;185.128895;16.276419;142.937181;
44.606319;75.417791;11.978836;-0.924382;1.514280;-0.022221;-0.403124;-0.193320;0.000000;0.000000;15.887525;1.579804;0.000000;-1.384505;-0.000000;0.000000;-115.856975;0.151965;-0.300000;0.300000;-23.097297;0.000000;-142.963212;48.376795;-4.491355;179.483893;15.887525;142.963212;
44.626716;75.436396;11.954180;-0.924836;1.513762;-0.022283;-0.407067;-0.218791;0.000000;0.000000;16.380226;1.544797;0.000000;-1.536536;-0.000000;0.000000;-131.123949;0.173016;-0.300000;0.300000;-23.323227;0.000000;-142.989182;48.376795;-4.491355;181.489652;16.380226;142.989182;
44.647110;75.454979;11.929529;-0.925290;1.512391;-0.021979;-0.411529;-0.139987;0.000000;0.000000;15.475230;1.645111;0.000000;-1.632857;0.000000;0.000000;-91.350045;0.114325;-0.300000;0.300000;-23.578881;0.000000;-143.015219;48.376794;-4.491354;175.742087;15.475230;143.015219;
44.667472;75.473506;11.904929;-0.925738;1.510722;-0.021562;-0.414380;-0.026717;0.000000;0.000000;15.344566;1.685641;0.000000;-1.549072;0.000000;0.000000;-77.178074;0.092864;-0.300000;0.300000;-23.742200;0.000000;-143.040860;48.376794;-4.491354;173.419867;15.344566;143.040860;
44.687866;75.492030;11.880311;-0.926177;1.509907;-0.021524;-0.414924;-0.015561;0.000000;0.000000;15.560384;1.568424;0.000000;-1.214787;0.000000;0.000000;-116.557296;0.157701;-0.300000;0.300000;-23.773418;0.000000;-143.066055;48.376794;-4.491354;180.135947;15.560384;143.066055;
44.708249;75.510524;11.855710;-0.926616;1.509545;-0.021679;-0.415242;-0.056728;0.000000;0.000000;16.617577;1.529937;0.000000;-1.839758;0.000000;0.000000;-137.461503;0.181220;-0.300000;0.300000;-23.791591;0.000000;-143.091192;48.376794;-4.491354;182.341075;16.617577;143.091192;
44.728622;75.528992;11.831120;-0.927058;1.508716;-0.021627;-0.416397;-0.041065;0.000000;0.000000;15.117536;1.559734;0.000000;-1.151167;0.000000;0.000000;-115.679326;0.162436;-0.300000;0.300000;-23.857809;0.000000;-143.116497;48.376793;-4.491353;180.633839;15.117536;143.116497;
44.748917;75.547369;11.806629;-0.927497;1.508711;-0.021924;-0.417231;-0.120104;0.000000;0.000000;16.726776;1.483235;0.000000;-1.262581;-0.000000;0.000000;-153.838597;0.211030;-0.300000;0.300000;-23.905559;0.000000;-143.141645;48.376793;-4.491353;185.016899;16.726776;143.141645;
44.769063;75.565601;11.782310;-0.927938;1.507089;-0.021519;-0.419650;-0.006122;0.000000;0.000000;15.004324;1.676403;0.000000;-1.678251;0.000000;0.000000;-77.724455;0.096444;-0.300000;0.300000;-24.044192;0.000000;-143.166952;48.376793;-4.491353;173.949164;15.004324;143.166952;
44.789342;75.583923;11.757847;-0.928375;1.507220;-0.021876;-0.419774;-0.099165;0.000000;0.000000;16.615474;1.461012;0.000000;-1.610459;-0.000000;0.000000;-159.866751;0.225451;-0.300000;0.300000;-24.051305;0.000000;-143.191956;48.376793;-4.491353;186.290197;16.615474;143.191956;
44.809629;75.602243;11.733366;-0.928819;1.506844;-0.022001;-0.421786;-0.128393;0.000000;0.000000;16.941828;1.539212;0.000000;-1.647054;-0.000000;0.000000;-136.172247;0.174009;-0.300000;0.300000;-24.166570;0.000000;-143.217384;48.376793;-4.491352;181.809635;16.941828;143.217384;
44.829942;75.620571;11.708851;-0.929265;1.506906;-0.022304;-0.424394;-0.204988;0.000000;0.000000;16.395276;1.463732;0.000000;-1.596365;-0.000000;0.000000;-156.579139;0.222995;-0.300000;0.300000;-24.316001;0.000000;-143.242989;48.376792;-4.491352;186.134329;16.395276;143.242989;
44.850326;75.638952;11.684242;-0.929720;1.506517;-0.022402;-0.428573;-0.223224;0.000000;0.000000;16.555331;1.530965;0.000000;-1.835086;0.000000;0.000000;-135.556303;0.178621;-0.300000;0.300000;-24.555405;0.000000;-143.269038;48.376792;-4.491352;182.282175;16.555331;143.269038;
