t (in s);x (in m);y (in m);theta (in rad);v (in m/s);omega (in rad/s);phi (in rad);phiPoint (in rad/s);deltag (in rad);deltavmax (in rad);V (in m/s);psi (in rad);Vc (in m/s);psic (in rad);hw (in m);fg;fv;gamma;deltav (in rad);deltavmaxsimu (in rad);roll (in rad);pitch (in rad);yaw (in rad);latitude (in decimal degrees);longitude (in decimal degrees);winddir (in rad);windspeed (in m/s);heading (in rad);
139.267410;52.814651;-34.745624;-3.401739;2.946980;-0.010169;0.812512;-0.193684;0.069115;0.401433;15.126774;1.542441;0.000000;-1.170506;0.000000;15.269173;318.080316;1.092323;0.530004;0.530004;46.553515;0.000000;75.094688;48.376375;-4.491661;181.624646;15.126774;284.905312;
139.287740;52.756755;-34.730213;-3.401946;2.946600;-0.009587;0.808575;-0.157508;0.069115;0.401433;15.534132;1.646136;0.000000;-1.865277;-0.000000;15.263879;335.305830;1.192034;0.530004;0.530004;46.327907;0.000000;75.082843;48.376375;-4.491662;175.683350;15.534132;284.917157;
139.308124;52.698714;-34.714751;-3.402142;2.947051;-0.008402;0.805364;-0.080483;0.069115;0.401433;16.692205;1.613993;0.000000;-1.576488;0.000000;15.261909;357.852666;1.161715;0.530004;0.530004;46.143948;0.000000;75.071646;48.376375;-4.491663;177.525025;16.692205;284.928354;
139.328485;52.640735;-34.699293;-3.402313;2.946630;-0.007939;0.803725;-0.044283;0.069115;0.401433;16.577168;1.428603;0.000000;-1.563179;0.000000;15.264249;334.231743;0.980884;0.530004;0.530004;46.050056;0.000000;75.061845;48.376375;-4.491663;188.147074;16.577168;284.938155;
139.348827;52.582820;-34.683842;-3.402474;2.947166;-0.006775;0.802824;0.035995;0.069115;0.401433;16.515175;1.708330;0.000000;-1.176711;0.000000;15.262068;360.184997;1.250614;0.530004;0.530004;45.998443;0.000000;75.052592;48.376375;-4.491664;172.119903;16.515175;284.947408;
139.369255;52.524652;-34.668313;-3.402613;2.947435;-0.005868;0.803560;0.100939;0.069115;0.401433;16.804732;1.538016;0.000000;-1.219164;0.000000;15.264845;352.983313;1.088934;0.530004;0.530004;46.040573;0.000000;75.044663;48.376375;-4.491665;181.878151;16.804732;284.955337;
139.389551;52.466858;-34.652876;-3.402732;2.946899;-0.005623;0.805608;0.123957;0.069115;0.401433;15.660449;1.560190;0.000000;-1.503708;0.000000;15.266235;331.151275;1.110610;0.530004;0.530004;46.157950;0.000000;75.037839;48.376375;-4.491666;180.607688;15.660449;284.962161;
139.409895;52.408939;-34.637397;-3.402846;2.946941;-0.004950;0.808130;0.170177;0.069115;0.401433;15.903592;1.707138;0.000000;-1.466325;0.000000;15.263459;346.811167;1.249902;0.530004;0.530004;46.302438;0.000000;75.031284;48.376375;-4.491666;172.188169;15.903592;284.968716;
139.430238;52.351022;-34.621912;-3.402947;2.947109;-0.004217;0.811592;0.216832;0.069115;0.401433;16.986596;1.483174;0.000000;-1.340742;-0.000000;15.263680;350.224582;1.035565;0.530004;0.530004;46.500797;0.000000;75.025514;48.376376;-4.491667;185.020397;16.986596;284.974486;
139.450618;52.293002;-34.606394;-3.403033;2.946755;-0.003916;0.816011;0.233122;0.069115;0.401433;16.143829;1.510135;0.000000;-1.239573;0.000000;15.264549;336.079551;1.062153;0.530004;0.530004;46.753979;0.000000;75.020590;48.376376;-4.491668;183.475653;16.143829;284.979410;
139.470959;52.235098;-34.590901;-3.403112;2.946974;-0.003197;0.820753;0.269644;0.069115;0.401433;16.281028;1.646765;0.000000;-1.210589;-0.000000;15.262716;351.560056;1.193848;0.530004;0.530004;47.025675;0.000000;75.016027;48.376376;-4.491669;175.647338;16.281028;284.983973;
139.491299;52.177195;-34.575403;-3.403177;2.946581;-0.002979;0.826237;0.270995;0.069115;0.401433;15.336225;1.719275;0.000000;-1.289656;0.000000;15.263847;334.970382;1.261413;0.530004;0.530004;47.339917;0.000000;75.012301;48.376376;-4.491670;171.492796;15.336225;284.987699;
139.511693;52.119145;-34.559862;-3.403238;2.946751;-0.002344;0.831764;0.291582;0.069115;0.401433;16.391198;1.598296;0.000000;-1.110642;-0.000000;15.261812;350.191650;1.147880;0.530004;0.530004;47.656582;0.000000;75.008820;48.376376;-4.491670;178.424388;16.391198;284.991180;
139.532034;52.061245;-34.544357;-3.403286;2.946557;-0.002019;0.837695;0.288404;0.069115;0.401433;16.443295;1.493359;0.000000;-1.168290;-0.000000;15.262693;340.338874;1.045973;0.530004;0.530004;47.996406;0.000000;75.006088;48.376376;-4.491671;184.436836;16.443295;284.993912;
139.552334;52.003469;-34.528883;-3.403327;2.946669;-0.001479;0.843550;0.292389;0.069115;0.401433;16.225011;1.622840;0.000000;-1.713985;-0.000000;15.261689;348.635183;1.171420;0.530004;0.530004;48.331836;0.000000;75.003740;48.376376;-4.491672;177.018101;16.225011;284.996260;
139.572806;51.945198;-34.513273;-3.403357;2.946537;-0.001148;0.849536;0.278627;0.069115;0.401433;16.498297;1.497712;0.000000;-1.744623;-0.000000;15.262271;342.020409;1.050338;0.530004;0.530004;48.674799;0.000000;75.002006;48.376377;-4.491673;184.187403;16.498297;284.997994;
139.593257;51.886992;-34.497679;-3.403381;2.946544;-0.000729;0.855234;0.264954;0.069115;0.401433;16.880839;1.465350;0.000000;-1.742233;-0.000000;15.261587;345.748894;1.018487;0.530004;0.530004;49.001281;0.000000;75.000661;48.376377;-4.491673;186.041635;16.880839;284.999339;
139.613672;51.828886;-34.482110;-3.403395;2.945326;-0.001263;0.860643;0.191846;0.069115;0.401433;15.163411;1.481758;0.000000;-1.824428;-0.000000;15.261622;312.531995;1.034697;0.530004;0.530004;49.311205;0.000000;74.999808;48.376377;-4.491674;185.101517;15.163411;285.000192;
139.634041;51.770938;-34.466583;-3.403421;2.944954;-0.001132;0.864551;0.153399;0.069115;0.401433;15.545609;1.638700;0.000000;-1.266804;0.000000;15.255315;335.165886;1.186571;0.530004;0.530004;49.535095;0.000000;74.998334;48.376377;-4.491675;176.109381;15.545609;285.001666;
139.654364;51.713128;-34.451091;-3.403444;2.944240;-0.001270;0.867668;0.097753;0.069115;0.401433;15.716032;1.496976;0.000000;-1.401821;-0.000000;15.253389;325.729112;1.049707;0.530004;0.530004;49.713717;0.000000;74.997015;48.376377;-4.491676;184.229621;15.716032;285.002985;
139.674780;51.655067;-34.435530;-3.403470;2.943988;-0.001051;0.869664;0.061330;0.069115;0.401433;15.858205;1.590727;0.000000;-1.616389;0.000000;15.249689;338.187567;1.140873;0.530004;0.530004;49.828063;0.000000;74.995529;48.376377;-4.491677;178.858074;15.858205;285.004471;
139.695121;51.597224;-34.420027;-3.403491;2.944543;-0.000232;0.870911;0.059470;0.069115;0.401433;16.585947;1.676138;0.000000;-1.575157;0.000000;15.248383;360.066875;1.221826;0.530004;0.530004;49.899542;0.000000;74.994304;48.376377;-4.491677;173.964365;16.585947;285.005696;
139.715570;51.539065;-34.404437;-3.403496;2.944442;0.000815;0.872127;-0.018686;0.069115;0.471239;16.177902;1.430565;0.000000;-1.170083;0.000000;15.251255;320.739215;0.963268;0.570000;0.570000;49.969219;0.000000;74.994032;48.376378;-4.491678;188.034687;16.177902;285.005968;
139.735777;51.481595;-34.389031;-3.403480;2.944938;0.002286;0.871750;-0.069609;0.069115;0.471239;15.546058;1.691192;0.000000;-1.826400;-0.000000;15.250734;336.006099;1.214955;0.570000;0.570000;49.947584;0.000000;74.994976;48.376378;-4.491679;173.101845;15.546058;285.005024;
139.755980;51.424126;-34.373627;-3.403434;2.945369;0.003630;0.870343;-0.119746;0.069115;0.471239;16.342306;1.503211;0.000000;-1.813342;0.000000;15.253302;334.454103;1.034983;0.570000;0.570000;49.867007;0.000000;74.997622;48.376378;-4.491680;183.872329;16.342306;285.002378;
139.776416;51.365987;-34.358046;-3.403359;2.945778;0.004901;0.867896;-0.167087;0.069115;0.471239;16.084499;1.541248;0.000000;-1.587723;-0.000000;15.255536;333.871893;1.072110;0.570000;0.570000;49.726799;0.000000;75.001872;48.376378;-4.491681;181.692979;16.084499;284.998128;
139.796782;51.308037;-34.342521;-3.403260;2.946494;0.006357;0.864493;-0.196726;0.069115;0.471239;15.962738;1.647309;0.000000;-1.210411;0.000000;15.257657;341.794136;1.173766;0.570000;0.570000;49.531827;0.000000;75.007592;48.376378;-4.491681;175.616139;15.962738;284.992408;
139.817132;51.250117;-34.327009;-3.403130;2.946657;0.007287;0.860490;-0.242642;0.069115;0.471239;15.126719;1.706989;0.000000;-1.250627;-0.000000;15.261363;327.869347;1.229347;0.570000;0.570000;49.302452;0.000000;75.015004;48.376378;-4.491682;172.196733;15.126719;284.984996;
139.837427;51.192349;-34.311547;-3.402982;2.947669;0.008866;0.855566;-0.247665;0.069115;0.471239;16.227368;1.675872;0.000000;-1.291828;-0.000000;15.262205;349.643636;1.200357;0.570000;0.570000;49.020310;0.000000;75.023477;48.376378;-4.491683;173.979586;16.227368;284.976523;
139.857678;51.134682;-34.296120;-3.402803;2.947809;0.009652;0.850550;-0.281456;0.069115;0.471239;15.146021;1.695176;0.000000;-1.788052;0.000000;15.267449;327.573654;1.218173;0.570000;0.570000;48.732937;0.000000;75.033765;48.376379;-4.491684;172.873584;15.146021;284.966235;
139.878110;51.076496;-34.280566;-3.402606;2.947975;0.010425;0.844800;-0.307220;0.069115;0.471239;15.203130;1.686081;0.000000;-1.283427;0.000000;15.268176;328.226418;1.209564;0.570000;0.570000;48.403448;0.000000;75.045064;48.376379;-4.491684;173.394650;15.203130;284.954936;
139.898477;51.018490;-34.265072;-3.402393;2.949594;0.012349;0.838543;-0.266199;0.069115;0.471239;16.959004;1.674865;0.000000;-1.556398;0.000000;15.269036;365.291950;1.198926;0.570000;0.570000;48.044951;0.000000;75.057229;48.376379;-4.491685;174.037314;16.959004;284.942771;
139.918842;50.960452;-34.249583;-3.402142;2.949668;0.012914;0.833121;-0.282832;0.069115;0.471239;15.526907;1.579323;0.000000;-1.822145;0.000000;15.277421;326.267253;1.107984;0.570000;0.570000;47.734336;0.000000;75.071639;48.376379;-4.491686;179.511465;15.526907;284.928361;
139.939148;50.902579;-34.234153;-3.401879;2.950100;0.013744;0.827378;-0.277850;0.069115;0.471239;16.667120;1.464725;0.000000;-1.485321;0.000000;15.277801;335.474568;0.995765;0.570000;0.570000;47.405284;0.000000;75.086663;48.376379;-4.491687;186.077414;16.667120;284.913337;
139.959520;50.844502;-34.218686;-3.401599;2.949898;0.014013;0.821718;-0.293014;0.069115;0.471239;16.013864;1.444571;0.000000;-1.261894;0.000000;15.280042;319.355438;0.975562;0.570000;0.570000;47.080960;0.000000;75.102705;48.376379;-4.491688;187.232155;16.013864;284.897295;
139.979926;50.786330;-34.203210;-3.401314;2.949972;0.014496;0.815739;-0.289855;0.069115;0.471239;15.703045;1.546571;0.000000;-1.182011;0.000000;15.278993;326.351202;1.075504;0.570000;0.570000;46.738374;0.000000;75.119089;48.376379;-4.491688;181.388027;15.703045;284.880911;
140.000275;50.728313;-34.187794;-3.401019;2.951389;0.016055;0.809840;-0.224089;0.069115;0.471239;16.664023;1.700035;0.000000;-1.662008;-0.000000;15.279377;360.616984;1.221127;0.570000;0.570000;46.400423;0.000000;75.135990;48.376380;-4.491689;172.595170;16.664023;284.864010;
140.020636;50.670232;-34.172379;-3.400692;2.951739;0.016664;0.805278;-0.199667;0.069115;0.471239;15.412216;1.703242;0.000000;-1.460602;0.000000;15.286717;333.703711;1.223820;0.570000;0.570000;46.139010;0.000000;75.154719;48.376380;-4.491690;172.411398;15.412216;284.845281;
140.040960;50.612244;-34.157009;-3.400353;2.952360;0.017467;0.801220;-0.159945;0.069115;0.471239;16.791095;1.485183;0.000000;-1.711592;-0.000000;15.288528;340.743125;1.014518;0.570000;0.570000;45.906503;0.000000;75.174124;48.376380;-4.491691;184.905254;16.791095;284.825876;
140.061200;50.554476;-34.141718;-3.399999;2.953265;0.018462;0.797982;-0.105701;0.069115;0.471239;16.354370;1.627381;0.000000;-1.791608;0.000000;15.291748;348.192827;1.152046;0.570000;0.570000;45.721015;0.000000;75.194380;48.376380;-4.491692;176.757924;16.354370;284.805620;
140.081480;50.496572;-34.126413;-3.399625;2.952977;0.018433;0.795839;-0.101325;0.069115;0.471239;15.008861;1.607998;0.000000;-1.384585;-0.000000;15.296432;317.842420;1.133223;0.570000;0.570000;45.598195;0.000000;75.215832;48.376380;-4.491692;177.868504;15.008861;284.784168;
140.101854;50.438401;-34.111061;-3.399250;2.953272;0.018883;0.793774;-0.069995;0.069115;0.471239;15.716629;1.606478;0.000000;-1.538989;0.000000;15.294941;332.652729;1.131410;0.570000;0.570000;45.479916;0.000000;75.237348;48.376380;-4.491693;177.955597;15.716629;284.762652;
140.122160;50.380410;-34.095779;-3.398866;2.952825;0.018702;0.792353;-0.069869;0.069115;0.471239;15.795169;1.439077;0.000000;-1.379403;-0.000000;15.296469;313.791676;0.967506;0.570000;0.570000;45.398478;0.000000;75.259318;48.376380;-4.491694;187.546944;15.795169;284.740682;
140.142538;50.322220;-34.080469;-3.398485;2.952684;0.018780;0.790929;-0.055212;0.069115;0.471239;16.261271;1.429580;0.000000;-1.489211;0.000000;15.294154;321.517074;0.957698;0.570000;0.570000;45.316904;0.000000;75.281153;48.376381;-4.491695;188.091092;16.261271;284.718847;
140.162848;50.264217;-34.065232;-3.398104;2.952642;0.018934;0.789808;-0.035676;0.069115;0.471239;15.295734;1.610536;0.000000;-1.865035;-0.000000;15.293424;324.010723;1.134202;0.570000;0.570000;45.252653;0.000000;75.303007;48.376381;-4.491695;177.723066;15.295734;284.696993;
140.183149;50.206238;-34.050025;-3.397719;2.952602;0.019082;0.789084;-0.015951;0.069115;0.471239;15.091220;1.664795;0.000000;-1.385536;-0.000000;15.293207;324.041525;1.185278;0.570000;0.570000;45.211156;0.000000;75.325030;48.376381;-4.491696;174.614261;15.091220;284.674970;
140.203480;50.148166;-34.034817;-3.397331;2.952384;0.019076;0.788759;-0.004148;0.069115;0.471239;16.237924;1.420915;0.000000;-1.866537;0.000000;15.292999;319.502937;0.947946;0.570000;0.570000;45.192575;0.000000;75.347259;48.376381;-4.491697;188.587574;16.237924;284.652741;
140.223730;50.090327;-34.019694;-3.396945;2.953427;0.020733;0.788675;0.024205;0.069115;0.523603;16.071585;1.599900;0.000000;-1.866706;0.000000;15.291871;336.160143;1.106340;0.600002;0.600002;45.187762;0.000000;75.369391;48.376381;-4.491698;178.332487;16.071585;284.630609;
140.243896;50.032697;-34.004650;-3.396527;2.953941;0.021849;0.789163;0.030183;0.069115;0.523603;15.200563;1.659035;0.000000;-1.428724;-0.000000;15.297273;323.479240;1.162205;0.600002;0.600002;45.215731;0.000000;75.393347;48.376381;-4.491699;174.944275;15.200563;284.606653;
140.264063;49.975051;-33.989627;-3.396086;2.955543;0.023854;0.789772;0.079408;0.069115;0.523603;16.867888;1.579810;0.000000;-1.714628;0.000000;15.299937;350.335692;1.086228;0.600002;0.600002;45.250606;0.000000;75.418593;48.376381;-4.491699;179.483565;16.867888;284.581407;
140.284246;49.917321;-33.974609;-3.395605;2.955438;0.024285;0.791375;0.056962;0.069115;0.523603;15.152651;1.529099;0.000000;-1.416835;-0.000000;15.308234;308.679071;1.036529;0.600002;0.600002;45.342433;0.000000;75.446177;48.376381;-4.491700;182.389053;15.152651;284.553823;
140.304423;49.859603;-33.959625;-3.395115;2.956554;0.025752;0.792524;0.083253;0.069115;0.523603;16.120879;1.615547;0.000000;-1.758119;-0.000000;15.307686;338.688781;1.119672;0.600002;0.600002;45.408284;0.000000;75.474252;48.376382;-4.491701;177.435998;16.120879;284.525748;
140.324799;49.801284;-33.944515;-3.394590;2.957171;0.026723;0.794220;0.087006;0.069115;0.523603;15.320087;1.666743;0.000000;-1.259978;-0.000000;15.313468;326.519562;1.167733;0.600002;0.600002;45.505481;0.000000;75.504317;48.376382;-4.491702;174.502659;15.320087;284.495683;
140.345105;49.743148;-33.929484;-3.394047;2.958646;0.028388;0.795987;0.123453;0.069115;0.523603;16.780736;1.574502;0.000000;-1.782780;-0.000000;15.316666;347.634424;1.079227;0.600002;0.600002;45.606708;0.000000;75.535407;48.376382;-4.491703;179.787708;16.780736;284.464593;
140.365479;49.684780;-33.914428;-3.393469;2.959581;0.029507;0.798502;0.134744;0.069115;0.523603;15.633819;1.685671;0.000000;-1.822200;-0.000000;15.324304;334.675948;1.184458;0.600002;0.600002;45.750818;0.000000;75.568545;48.376382;-4.491703;173.418170;15.633819;284.431455;
140.385831;49.626446;-33.899416;-3.392869;2.959675;0.029846;0.801245;0.109457;0.069115;0.523603;15.930025;1.461476;0.000000;-1.765385;0.000000;15.329145;314.427286;0.967408;0.600002;0.600002;45.907943;0.000000;75.602954;48.376382;-4.491704;186.263611;15.930025;284.397046;
140.406203;49.568045;-33.884424;-3.392260;2.960280;0.030611;0.803475;0.103027;0.069115;0.523603;16.436811;1.477629;0.000000;-1.201866;-0.000000;15.329633;326.874884;0.982785;0.600002;0.600002;46.035706;0.000000;75.637792;48.376382;-4.491705;185.338066;16.436811;284.362208;
140.426507;49.509817;-33.869515;-3.391639;2.961115;0.031538;0.805567;0.104018;0.069115;0.523603;16.827115;1.465959;0.000000;-1.786144;-0.000000;15.332767;332.667694;0.970648;0.600002;0.600002;46.155561;0.000000;75.673403;48.376382;-4.491706;186.006748;16.827115;284.326597;
140.446764;49.451700;-33.854672;-3.391000;2.962201;0.032638;0.807674;0.113023;0.069115;0.523603;16.459176;1.561867;0.000000;-1.311969;0.000000;15.337092;339.031974;1.064122;0.600002;0.600002;46.276288;0.000000;75.710007;48.376383;-4.491706;180.511600;16.459176;284.289993;
140.467036;49.393508;-33.839850;-3.390338;2.963268;0.033671;0.809965;0.118849;0.069115;0.523603;16.811837;1.508510;0.000000;-1.674021;-0.000000;15.342716;338.780532;1.011366;0.600002;0.600002;46.407563;0.000000;75.747915;48.376383;-4.491707;183.568725;16.811837;284.252085;
140.487386;49.335063;-33.825005;-3.389653;2.964216;0.032275;0.812383;0.119111;0.086394;0.523603;15.763048;1.684777;0.000000;-1.865202;-0.000000;19.176766;337.070756;1.180159;0.600002;0.600002;46.546134;0.000000;75.787174;48.376383;-4.491708;173.469379;15.763048;284.212826;
140.507731;49.276601;-33.810197;-3.388997;2.963985;0.029932;0.814807;0.070558;0.086394;0.523603;15.371662;1.500783;0.000000;-1.189378;-0.000000;19.182904;308.515092;1.002442;0.600002;0.600002;46.684984;0.000000;75.824797;48.376383;-4.491709;184.011470;15.371662;284.175203;
140.528038;49.218245;-33.795458;-3.388389;2.965763;0.029452;0.816239;0.101103;0.086394;0.523603;16.823566;1.661799;0.000000;-1.729736;-0.000000;19.181406;357.526444;1.157319;0.600002;0.600002;46.767076;0.000000;75.859623;48.376383;-4.491710;174.785942;16.823566;284.140377;
140.548295;49.159986;-33.780781;-3.387792;2.966481;0.028090;0.818288;0.087509;0.086394;0.523603;15.916359;1.601164;0.000000;-1.720613;0.000000;19.192913;332.070171;1.098963;0.600002;0.600002;46.884424;0.000000;75.893807;48.376383;-4.491710;178.260062;15.916359;284.106193;
140.568626;49.101493;-33.766082;-3.387221;2.966458;0.026149;0.820067;0.043496;0.086394;0.523603;15.233939;1.568076;0.000000;-1.629130;-0.000000;19.197562;314.071248;1.066415;0.600002;0.600002;46.986362;0.000000;75.926528;48.376383;-4.491711;180.155880;15.233939;284.073472;
140.588867;49.043251;-33.751481;-3.386692;2.966710;0.024554;0.820947;0.010923;0.086394;0.523603;15.163337;1.647266;0.000000;-1.492245;0.000000;19.197413;320.794212;1.141891;0.600002;0.600002;47.036805;0.000000;75.956854;48.376383;-4.491712;175.618638;15.163337;284.043146;
140.609189;48.984766;-33.736852;-3.386193;2.967130;0.023179;0.821169;-0.014319;0.086394;0.523603;16.178946;1.505235;0.000000;-1.679550;0.000000;19.199041;324.934542;1.003909;0.600002;0.600002;47.049523;0.000000;75.985442;48.376384;-4.491713;183.756372;16.178946;284.014558;
140.629473;48.926372;-33.722277;-3.385723;2.966942;0.021352;0.820879;-0.061948;0.086394;0.523603;15.946995;1.440020;0.000000;-1.500993;-0.000000;19.201760;310.180898;0.938912;0.600002;0.600002;47.032881;0.000000;76.012381;48.376384;-4.491714;187.492955;15.946995;283.987619;
140.649765;48.867952;-33.707725;-3.385289;2.967310;0.020097;0.819622;-0.085078;0.086394;0.523603;16.340835;1.476742;0.000000;-1.452365;0.000000;19.200544;323.720643;0.974847;0.600002;0.600002;46.960857;0.000000;76.037206;48.376384;-4.491714;185.388944;16.340835;283.962794;
140.670065;48.809495;-33.693190;-3.384881;2.967310;0.018589;0.817894;-0.119883;0.086394;0.523603;15.304760;1.564552;0.000000;-1.816611;0.000000;19.202925;314.817395;1.060562;0.600002;0.600002;46.861902;0.000000;76.060581;48.376384;-4.491715;180.357774;15.304760;283.939419;
140.690278;48.751284;-33.678742;-3.384506;2.968467;0.018165;0.815471;-0.105570;0.086394;0.523603;16.982328;1.521098;0.000000;-1.298460;0.000000;19.202927;343.178785;1.017718;0.600002;0.600002;46.723065;0.000000;76.082109;48.376384;-4.491716;182.847493;16.982328;283.917891;
140.710495;48.693032;-33.664307;-3.384138;2.968787;0.016438;0.813337;-0.087018;0.086394;0.471239;16.500173;1.523596;0.000000;-1.197589;0.000000;19.210410;337.872490;1.036367;0.570000;0.570000;46.600777;0.000000;76.103150;48.376384;-4.491717;182.704376;16.500173;283.896850;
140.730768;48.634607;-33.649851;-3.383805;2.969849;0.015403;0.811573;-0.035808;0.086394;0.471239;16.603124;1.684014;0.000000;-1.541938;0.000000;19.212482;356.918306;1.190207;0.570000;0.570000;46.499700;0.000000;76.122244;48.376384;-4.491718;173.513109;16.603124;283.877756;
140.751107;48.575967;-33.635364;-3.383492;2.969953;0.013632;0.810845;-0.025327;0.086394;0.471239;15.533667;1.666867;0.000000;-1.145259;0.000000;19.219357;332.607149;1.173769;0.570000;0.570000;46.457972;0.000000;76.140194;48.376385;-4.491718;174.495562;15.533667;283.859806;
140.771439;48.517339;-33.620898;-3.383215;2.970411;0.012243;0.810330;0.000355;0.086394;0.471239;16.047191;1.644551;0.000000;-1.314649;0.000000;19.220028;341.680286;1.152339;0.570000;0.570000;46.428467;0.000000;76.156075;48.376385;-4.491719;175.774161;16.047191;283.843925;
140.791788;48.458650;-33.606435;-3.382966;2.970106;0.010297;0.810337;-0.006805;0.086394;0.471239;16.010526;1.483937;0.000000;-1.213106;0.000000;19.222993;322.299112;0.996046;0.570000;0.570000;46.428880;0.000000;76.170349;48.376385;-4.491720;184.976688;16.010526;283.829651;
140.812223;48.399715;-33.591927;-3.382755;2.970000;0.008608;0.810198;-0.005232;0.086394;0.471239;16.414450;1.463508;0.000000;-1.500076;-0.000000;19.221017;327.347577;0.975584;0.570000;0.570000;46.420913;0.000000;76.182406;48.376385;-4.491721;186.147164;16.414450;283.817594;
140.832574;48.341023;-33.577492;-3.382580;2.970307;0.007348;0.810091;0.013705;0.086394;0.471239;16.725206;1.492059;0.000000;-1.167124;0.000000;19.220336;337.813468;1.003613;0.570000;0.570000;46.414812;0.000000;76.192442;48.376385;-4.491722;184.511317;16.725206;283.807558;
140.852957;48.282227;-33.563042;-3.382430;2.969784;0.005471;0.810371;-0.003118;0.086394;0.471239;15.013960;1.612374;0.000000;-1.682960;0.000000;19.222320;316.755971;1.120721;0.570000;0.570000;46.430819;0.000000;76.201024;48.376385;-4.491722;177.617788;15.013960;283.798976;
140.873267;48.223652;-33.548655;-3.382319;2.969043;0.003513;0.810307;-0.028753;0.086394;0.471239;15.609612;1.462037;0.000000;-1.155683;0.000000;19.218937;311.005462;0.973596;0.570000;0.570000;46.427191;0.000000;76.207390;48.376385;-4.491723;186.231429;15.609612;283.792610;
140.893467;48.165408;-33.534357;-3.382248;2.969976;0.003033;0.809727;0.017365;0.086394;0.471239;16.790086;1.608231;0.000000;-1.289195;0.000000;19.214138;353.763039;1.116488;0.570000;0.570000;46.393913;0.000000;76.211455;48.376385;-4.491724;177.855179;16.790086;283.788545;
140.913554;48.107468;-33.520138;-3.382187;2.970794;0.002492;0.810075;0.057089;0.086394;0.471239;16.520791;1.638852;0.000000;-1.669731;0.000000;19.220179;351.120865;1.145732;0.570000;0.570000;46.413899;0.000000;76.214946;48.376386;-4.491725;176.100696;16.520791;283.785054;
140.933734;48.049246;-33.505854;-3.382137;2.971300;0.001720;0.811227;0.081456;0.086394;0.471239;16.738381;1.529157;0.000000;-1.585459;-0.000000;19.225473;343.184985;1.039546;0.570000;0.570000;46.479905;0.000000;76.217827;48.376386;-4.491725;182.385757;16.738381;283.782173;
140.953898;47.991055;-33.491580;-3.382102;2.970924;0.000265;0.812870;0.066271;0.086394;0.471239;15.681112;1.522052;0.000000;-1.533784;-0.000000;19.228748;320.604625;1.032527;0.570000;0.570000;46.574016;0.000000;76.219814;48.376386;-4.491726;182.792867;15.681112;283.780186;
140.974080;47.932824;-33.477298;-3.382097;2.971012;-0.000738;0.814207;0.069515;0.086394;0.471239;16.619609;1.470966;0.000000;-1.212393;-0.000000;19.226314;332.449907;0.982117;0.570000;0.570000;46.650645;0.000000;76.220121;48.376386;-4.491727;185.719842;16.619609;283.779879;
140.994339;47.874365;-33.462961;-3.382112;2.971421;-0.001430;0.815616;0.084657;0.086394;0.471239;16.625376;1.527934;0.000000;-1.227418;0.000000;19.226880;340.693613;1.038259;0.570000;0.570000;46.731337;0.000000;76.219265;48.376386;-4.491728;182.455824;16.625376;283.780735;
141.014708;47.815584;-33.448544;-3.382141;2.972090;-0.001878;0.817340;0.108468;0.086394;0.471239;16.076132;1.711025;0.000000;-1.155364;-0.000000;19.229527;347.360074;1.213515;0.570000;0.570000;46.830134;0.000000;76.217596;48.376386;-4.491729;171.965514;16.076132;283.782404;
141.035014;47.756969;-33.434166;-3.382179;2.971934;-0.002975;0.819543;0.094812;0.086394;0.471239;15.501166;1.607181;0.000000;-1.692457;-0.000000;19.233858;326.485124;1.115308;0.570000;0.570000;46.956334;0.000000;76.215410;48.376386;-4.491729;177.915303;15.501166;283.784590;
141.055335;47.698315;-33.419776;-3.382240;2.972110;-0.003745;0.821469;0.093294;0.086394;0.471239;15.850258;1.618061;0.000000;-1.667900;0.000000;19.232852;334.917605;1.125793;0.570000;0.570000;47.066724;0.000000;76.211947;48.376386;-4.491730;177.291943;15.850258;283.788053;
141.075708;47.639511;-33.405345;-3.382316;2.970898;-0.005616;0.823370;0.031962;0.086394;0.471239;15.014665;1.465378;0.000000;-1.641257;-0.000000;19.233991;299.591518;0.976718;0.570000;0.570000;47.175622;0.000000;76.207576;48.376387;-4.491731;186.040015;15.014665;283.792424;
141.096078;47.580737;-33.390917;-3.382430;2.970929;-0.006377;0.824021;0.023203;0.086394;0.471239;15.604450;1.631206;0.000000;-1.280492;0.000000;19.226146;330.963997;1.138503;0.570000;0.570000;47.212927;0.000000;76.201021;48.376387;-4.491732;176.538807;15.604450;283.798979;
141.116295;47.522409;-33.376592;-3.382559;2.970964;-0.007088;0.824490;0.014521;0.086394;0.471239;16.899258;1.427842;0.000000;-1.850314;-0.000000;19.226342;331.113326;0.939628;0.570000;0.570000;47.239803;0.000000;76.193635;48.376387;-4.491733;188.190699;16.899258;283.806365;
141.136722;47.463474;-33.362109;-3.382704;2.971969;-0.006976;0.824787;0.045966;0.086394;0.471239;16.679405;1.652065;0.000000;-1.196613;-0.000000;19.226572;355.741476;1.158589;0.570000;0.570000;47.256798;0.000000;76.185339;48.376387;-4.491733;175.343624;16.679405;283.814661;
141.157030;47.404864;-33.347697;-3.382846;2.971190;-0.008326;0.825720;0.001723;0.086394;0.471239;15.776794;1.436514;0.000000;-1.447450;0.000000;19.233077;310.520209;0.948527;0.570000;0.570000;47.310283;0.000000;76.177222;48.376387;-4.491734;187.693802;15.776794;283.822778;
